settled_date,league,home_team,away_team,market,bets,staked,profit_loss,roi_pct,pdf_proof
2026-04-19,Serie A,Napoli,Lazio,1X2,1,100,-100,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378188_1x2_18.04.2026%20Napoli%20vs%20Lazio%20(1x2).pdf
2026-04-19,Serie A,AS Roma,Atalanta,1X2,2,200,48,24,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378190_1x2_18.04.2026%20AS%20Roma%20vs%20Atalanta%20(1x2).pdf
2026-04-19,Serie A,Udinese,Parma,1X2,1,100,52,52,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378192_1x2_18.04.2026%20Udinese%20vs%20Parma%20(1x2).pdf
2026-04-19,Ligue 1,Lille,Nice,1X2,1,100,210,210,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387961_1x2_18.04.2026%20Lille%20OSC%20vs%20OGC%20Nice%20(1x2).pdf
2026-04-19,Ligue 1,Angers,Le Havre,1X2,2,200,47,23.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387959_1x2_18.04.2026%20Angers%20vs%20Le%20Havre%20(1x2).pdf
2026-04-19,Ligue 1,Lorient,Marseille,1X2,3,200,42,21,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387962_1x2_18.04.2026%20Lorient%20vs%20Olympique%20de%20Marseille%20(1x2).pdf
2026-04-19,Bundesliga,FC St. Pauli,1. FC Köln,1X2,2,200,65,32.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388575_1x2_17.04.2026%20St.%20Pauli%20vs%20FC%20Koln%20(1x2).pdf
2026-04-19,Bundesliga,FC St. Pauli,1. FC Köln,1X2,3,200,-90,-45,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388575_1x2_17.04.2026%20St.%20Pauli%20vs%20FC%20Koln%20(1x2).pdf
2026-04-19,Serie A,Napoli,Lazio,1X2,1,250,-250,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378188_1x2_18.04.2026%20Napoli%20vs%20Lazio%20(1x2).pdf
2026-04-19,Serie A,Udinese,Parma,1X2,1,250,140,56,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378192_1x2_18.04.2026%20Udinese%20vs%20Parma%20(1x2).pdf
2026-04-19,Ligue 1,Angers,Le Havre,1X2,2,557,90.5,16.2,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387959_1x2_18.04.2026%20Angers%20vs%20Le%20Havre%20(1x2).pdf
2026-04-19,Premier League,Brentford,Fulham,1X2,1,165,305.3,185,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379290_1x2_18.04.2026%20Brentford%20vs%20Fulham%20(1x2).pdf
2026-04-19,Premier League,Chelsea,Manchester United,1X2,3,750,912.5,121.7,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379291_1x2_18.04.2026%20Chelsea%20vs%20Manchester%20United%20(1x2).pdf
2026-04-19,Bundesliga,Eintracht Frankfurt,RB Leipzig,1X2,3,750,-352.5,-47,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388572_1x2_18.04.2026%20Eintracht%20Frankfurt%20vs%20RB%20Leipzig%20(1x2).pdf
2026-04-19,Ligue 1,Lille,Nice,1X2,2,500,992.5,198.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387961_1x2_18.04.2026%20Lille%20OSC%20vs%20OGC%20Nice%20(1x2).pdf
2026-04-19,Ligue 1,Lorient,Marseille,1X2,2,500,82.5,16.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387962_1x2_18.04.2026%20Lorient%20vs%20Olympique%20de%20Marseille%20(1x2).pdf
2026-04-19,Premier League,Newcastle,Bournemouth,1X2,2,500,417.5,83.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379296_1x2_18.04.2026%20Newcastle%20United%20vs%20AFC%20Bournemouth%20(1x2).pdf
2026-04-19,Premier League,Tottenham,Brighton,1X2,3,750,162.5,21.7,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379298_1x2_18.04.2026%20Tottenham%20Hotspur%20vs%20Brighton%20&%20Hove%20Albion%20(1x2).pdf
2026-04-19,Bundesliga,1899 Hoffenheim,Borussia Dortmund,1X2,1,250,112.5,45,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388574_1x2_18.04.2026%20TSG%201899%20Hoffenheim%20vs%20Borussia%20Dortmund%20(1x2).pdf
2026-04-19,Bundesliga,Union Berlin,VfL Wolfsburg,1X2,2,500,-60,-12,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388576_1x2_18.04.2026%20Union%20Berlin%20vs%20VfL%20Wolfsburg%20(1x2).pdf
2026-04-19,Bundesliga,Werder Bremen,Hamburger SV,1X2,3,750,-415,-55.3,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388577_1x2_18.04.2026%20Werder%20Bremen%20vs%20Hamburger%20SV%20(1x2).pdf
2026-04-20,Ligue 1,Strasbourg,Rennes,1X2,3,500,117.5,23.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387967_1x2_19.04.2026%20RC%20Strasbourg%20vs%20Stade%20Rennais%20(1x2).pdf
2026-04-20,Premier League,Nottingham Forest,Burnley,1X2,3,750,-750,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379297_1x2_19.04.2026%20Nottingham%20Forest%20vs%20Burnley%20(1x2).pdf
2026-04-20,Ligue 1,Metz,Paris FC,1X2,3,582,-107.2,-18.4,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387963_1x2_19.04.2026%20Metz%20vs%20Paris%20FC%20(1x2).pdf
2026-04-20,Premier League,Manchester City,Arsenal,1X2,3,750,-437.5,-58.3,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379295_1x2_19.04.2026%20Manchester%20City%20vs%20Arsenal%20(1x2).pdf
2026-04-20,Bundesliga,SC Freiburg,1. FC Heidenheim,1X2,3,943,-51.5,-5.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388573_1x2_19.04.2026%20SC%20Freiburg%20vs%20FC%20Heidenheim%201846%20(1x2).pdf
2026-04-20,Premier League,Everton,Liverpool,1X2,3,750,-382.5,-51,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379293_1x2_19.04.2026%20Everton%20vs%20Liverpool%20(1x2).pdf
2026-04-20,Bundesliga,Borussia Mönchengladbach,FSV Mainz 05,1X2,1,250,-250,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388571_1x2_19.04.2026%20Borussia%20Monchengladbach%20vs%20FSV%20Mainz%2005%20(1x2).pdf
2026-04-20,Bundesliga,Bayern München,VfB Stuttgart,1X2,3,750,-440,-58.7,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388570_1x2_19.04.2026%20Bayern%20Munchen%20vs%20VfB%20Stuttgart%20(1x2).pdf
2026-04-20,Premier League,Aston Villa,Sunderland,1X2,3,500,-162.5,-32.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379289_1x2_19.04.2026%20Aston%20Villa%20vs%20Sunderland%20(1x2).pdf
2026-04-20,Ligue 1,Monaco,Auxerre,1X2,2,500,137.5,27.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387964_1x2_19.04.2026%20AS%20Monaco%20vs%20AJ%20Auxerre%20(1x2).pdf
2026-04-20,Serie A,Cremonese,Torino,1X2,3,750,262.5,35,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378184_1x2_19.04.2026%20Cremonese%20vs%20Torino%20(1x2).pdf
2026-04-20,Serie A,Pisa,Genoa,1X2,1,250,85,34,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378189_1x2_19.04.2026%20Pisa%20vs%20Genoa%20(1x2).pdf
2026-04-20,Serie A,Hellas Verona,AC Milan,1X2,3,946,-419.7,-44.4,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378193_1x2_19.04.2026%20Verona%20vs%20AC%20Milan%20(1x2).pdf
2026-04-20,Premier League,Nottingham Forest,Burnley,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379297_1x2_19.04.2026%20Nottingham%20Forest%20vs%20Burnley%20(1x2).pdf
2026-04-20,Premier League,Aston Villa,Sunderland,1X2,2,330,-102.3,-31,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379289_1x2_19.04.2026%20Aston%20Villa%20vs%20Sunderland%20(1x2).pdf
2026-04-20,Serie A,Cremonese,Torino,1X2,2,330,-19.8,-6,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378184_1x2_19.04.2026%20Cremonese%20vs%20Torino%20(1x2).pdf
2026-04-20,Serie A,Hellas Verona,AC Milan,1X2,2,459,-199.14,-43.4,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378193_1x2_19.04.2026%20Verona%20vs%20AC%20Milan%20(1x2).pdf
2026-04-20,Serie A,Pisa,Genoa,1X2,1,173,60.55,35,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378189_1x2_19.04.2026%20Pisa%20vs%20Genoa%20(1x2).pdf
2026-04-20,Premier League,Everton,Liverpool,1X2,2,330,-80.85,-24.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379293_1x2_19.04.2026%20Everton%20vs%20Liverpool%20(1x2).pdf
2026-04-20,Bundesliga,SC Freiburg,1. FC Heidenheim,1X2,1,295,57.4,19.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388573_1x2_19.04.2026%20SC%20Freiburg%20vs%20FC%20Heidenheim%201846%20(1x2).pdf
2026-04-20,Ligue 1,Strasbourg,Rennes,1X2,1,165,41.25,25,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387967_1x2_19.04.2026%20RC%20Strasbourg%20vs%20Stade%20Rennais%20(1x2).pdf
2026-04-20,Ligue 1,Nantes,Stade Brestois 29,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387965_1x2_19.04.2026%20Nantes%20vs%20Stade%20Brestois%20(1x2).pdf
2026-04-20,Ligue 1,Monaco,Auxerre,1X2,2,330,70.95,21.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387964_1x2_19.04.2026%20AS%20Monaco%20vs%20AJ%20Auxerre%20(1x2).pdf
2026-04-20,Ligue 1,Metz,Paris FC,1X2,2,384,62.07,16.2,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387963_1x2_19.04.2026%20Metz%20vs%20Paris%20FC%20(1x2).pdf
2026-04-20,Bundesliga,Bayern München,VfB Stuttgart,1X2,2,330,-123.75,-37.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388570_1x2_19.04.2026%20Bayern%20Munchen%20vs%20VfB%20Stuttgart%20(1x2).pdf
2026-04-20,Premier League,Manchester City,Arsenal,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379295_1x2_19.04.2026%20Manchester%20City%20vs%20Arsenal%20(1x2).pdf
2026-04-20,Bundesliga,Borussia Mönchengladbach,FSV Mainz 05,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388571_1x2_19.04.2026%20Borussia%20Monchengladbach%20vs%20FSV%20Mainz%2005%20(1x2).pdf
2026-04-20,Serie A,Lecce,Fiorentina,1X2,1,330,-87.45,-26.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378187_1x2_21.04.2026%20Lecce%20vs%20Fiorentina%20(1x2).pdf
2026-04-20,Premier League,Crystal Palace,West Ham,1X2,1,165,297,180,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379292_1x2_21.04.2026%20Crystal%20Palace%20vs%20West%20Ham%20United%20(1x2).pdf
2026-04-20,Süper Lig,Gaziantep FK,Kayserispor,1X2,1,165,66,40,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1394696_1x2_21.04.2026%20Gaziantep%20FK%20vs%20Kayserispor%20(1x2).pdf
2026-04-20,Primeira Liga,Moreirense,Estoril,1X2,1,165,105,63.6,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1396503_1x2_21.04.2026%20Moreirense%20vs%20Estoril%20(1x2).pdf
2026-04-21,La Liga,Athletic Club,Osasuna,1X2,1,165,49.5,30,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391139_1x2_22.04.2026%20Athletic%20Bilbao%20vs%20CA%20Osasuna%20(1x2).pdf
2026-04-21,La Liga,Mallorca,Valencia,1X2,3,330,346.5,105,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391144_1x2_22.04.2026%20RCD%20Mallorca%20vs%20alencia%20CF%20(1x2).pdf
2026-04-21,La Liga,Girona,Real Betis,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391142_1x2_22.04.2026%20Girona%20%20vs%20Real%20Betis%20(1x2).pdf
2026-04-22,Eredivisie,Telstar,Sparta Rotterdam,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1381144_1x2_23.04.2026%20Telstar%20vs%20Sparta%20Rotterdam%20(1x2).pdf
2026-04-22,La Liga,Real Sociedad,Getafe,1X2,1,165,113.85,69,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391147_1x2_23.04.2026%20Real%20Sociedad%20vs%20Getafe%20CF%20(1x2).pdf
2026-04-24,La Liga,Oviedo,Villarreal,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391148_1x2_24.04.2026%20Real%20Oviedo%20vs%20Villarreal%20CF%20(1x2).pdf
2026-04-24,La Liga,Rayo Vallecano,Espanyol,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391145_1x2_24.04.2026%20Rayo%20Vallecano%20vs%20RCD%20Espanyol%20(1x2).pdf
2026-04-24,La Liga,Levante,Sevilla,1X2,1,165,257.4,156,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391143_1x2_24.04.2026%20Levante%20UD%20vs%20Sevilla%20(1x2).pdf
2026-04-24,Eredivisie,GO Ahead Eagles,AZ Alkmaar,1X2,1,165,371.25,225,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1381139_1x2_24.04.2026%20Go%20Ahead%20Eagles%20vs%20AZ%20Alkmaar%20(1x2).pdf
2026-04-24,Saudi Pro League,Damac,Al Okhdood,1X2,1,185,37,20,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436170_1x2_24.04.2026%20Damac%20vs%20Al%20Okhdood%20(1x2).pdf
2026-04-26,Saudi Pro League,Al-Fateh,Al Khaleej Saihat,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436173_1x2_24.04.2026%20Al%20Fateh%20vs%20Al%20Khaleej%20Saihat.pdf
2026-04-26,Saudi Pro League,Al-Hazm,Al Riyadh,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436166_1x2_24.04.2026%20Al%20Hazem%20Rass%20vs%20Al%20Riyadh.pdf
2026-04-26,Premier League,Sunderland,Nottingham Forest,1X2,1,165,108.9,66,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379306_1x2_24.04.2026%20Sunderland%20vs%20Nottingham%20Forest.pdf
2026-04-26,Brazilian Serie A,Bahia,Santos,1X2,1,165,75.9,46,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1492232_1x2_25.04.2026%20A%20Bahia%20BA%20vs%20Santos%20SP.pdf
2026-04-26,Süper Lig,Eyüpspor,Gaziantep FK,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1394706_1x2_25.04.2026%20Eyupspor%20vs%20Gaziantep.pdf
2026-04-26,Primeira Liga,Guimaraes,Rio Ave,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1396515_1x2_25.04.2026%20Vitoria%20Guimaraes%20vs%20Rio%20Ave.pdf
2026-04-26,Eredivisie,Heerenveen,Fortuna Sittard,1X2,1,165,14.9,9,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1381140_1x2_25.04.2026%20Heerenveen%20vs%20Fortuna%20Sittard.pdf
2026-04-26,Bundesliga,1. FC Heidenheim,FC St. Pauli,1X2,1,165,90.8,55,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388582_1x2_25.04.2026%20Heidenheim%20vs%20St%20Pauli.pdf
2026-04-26,Bundesliga,1. FC Köln,Bayer Leverkusen,1X2,1,165,66,40,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388580_1x2_25.04.2026%20Koln%20vs%20Bayer%20Leverkusen.pdf
2026-04-26,Ligue 1,Lyon,Auxerre,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1387972_1x2_25.04.2026%20Lyon%20vs%20AJ%20Auxerre.pdf
2026-04-28,Saudi Pro League,Al-Fateh,Al Khaleej Saihat,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436173_1x2_24.04.2026%20Al%20Fateh%20vs%20Al%20Khaleej%20Saihat.pdf
2026-04-28,Saudi Pro League,Al-Hazm,Al Riyadh,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436166_1x2_24.04.2026%20Al%20Hazem%20Rass%20vs%20Al%20Riyadh.pdf
2026-04-28,FA Cup,Chelsea,Leeds,1X2,1,425,-425,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539715_1x2_26.04.2026%20Chelsea%20(N)%20vs%20Leeds%20United%20(1x2).pdf
2026-04-28,Serie A,Cagliari,Atalanta,1X2,1,800,1000,125,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378195_1x2_28.04.2026%20Cagliari%20vs%20Atalanta%20(1x2).pdf
2026-04-28,Premier League,Manchester United,Brentford,1X2,1,952,999.6,105,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379305_1x2_28.04.2026%20Manchester%20United%20vs%20Brentford%20(1x2).pdf
2026-05-08,UEFA Europa League,SC Freiburg,SC Braga,1X2,1,200,-200,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1540874_1x2_08.05.2026%20SC%20Freiburg%20vs%20Sporting%20Braga%20(1x2).pdf
2026-05-08,UEFA Europa Conference League,Strasbourg,Rayo Vallecano,1X2,1,200,550,275,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1540882_1x2_08.05.2026%20RC%20Strasbourg%20vs%20Rayo%20Vallecano%20(1x2).pdf
2026-05-08,La Liga,Sevilla,Real Sociedad,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391156_1x2_05.05.2026%20Sevilla%20vs%20Real%20Sociedad%20(1x2).pdf
2026-05-08,Saudi Pro League,Al-Ettifaq,Al Najma,1X2,2,370,206.25,55.7,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436189_1x2_05.05.2026%20Al%20Ettifaq%20vs%20Al%20Najma%20Unaizah%20(1x2).pdf
2026-05-08,Serie A,Cremonese,Lazio,1X2,1,208,-208,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378207_1x2_05.05.2026%20Cremonese%20vs%20Lazio%20(1x2).pdf
2026-05-14,Süper Lig,Alanyaspor,Kayserispor,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1394721_1x2_09.05.2026 Alanyaspor vs Kayserispor (1x2).pdf
2026-05-14,Süper Lig,Kocaelispor,Fatih Karagümrük,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1394728_1x2_09.05.2026 Kocaelispor vs Fatih Karagumruk (1x2).pdf
2026-05-14,Süper Lig,Beşiktaş,Trabzonspor,1X2,2,330,-54.45,-16.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1394723_1x2_09.05.2026 Besiktas vs Trabzonspor (1x2).pdf
2026-05-14,Indian Super League,Jamshedpur,Bengaluru,1X2,1,165,130.35,79,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1521354_1x2_09.05.2026 Jamshedpur FC vs Bengaluru FC (1x2).pdf
2026-05-14,Brazilian Serie A,Fluminense,Vitoria,1X2,2,330,181.5,55,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1492254_1x2_09.05.2026 Fluminense RJ vs Vitoria BA (1x2).pdf
2026-05-14,La Liga,Atletico Madrid,Celta Vigo,1X2,2,330,-107.25,-32.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391160_1x2_09.05.2026 Atletico de Madrid vs Celta Vigo (1x2).pdf
2026-05-14,La Liga,Elche,Alaves,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391162_1x2_09.05.2026 Elche vs Deportivo Alaves (1x2).pdf
2026-05-14,Süper Lig,Göztepe,Gaziantep FK,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1394727_1x2_09.05.2026 Goztepe AS vs Gaziantep FK (1x2).pdf
2026-05-14,Indian Super League,Goa,ATK Mohun Bagan,1X2,2,330,120.45,36.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1521353_1x2_09.05.2026 FC Goa vs Mohun Bagan Super Giant (1x2).pdf
2026-05-14,Brazilian Serie A,Coritiba,Internacional,1X2,2,330,-41.25,-12.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1492253_1x2_09.05.2026 Coritiba PR vs Internacional RS (1x2).pdf
2026-05-14,Serie A,Cagliari,Udinese,1X2,3,495,-237.6,-48,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1378214_1x2_09.05.2026 Cagliari vs Udinese (1x2).pdf
2026-05-14,La Liga,Real Sociedad,Real Betis,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391166_1x2_09.05.2026 Real Sociedad vs Real Betis (1x2).pdf
2026-05-14,Premier League,Sunderland,Manchester United,1X2,1,165,234.3,142,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379326_1x2_09.05.2026 Sunderland vs Manchester United (1x2).pdf
2026-05-14,Premier League,Liverpool,Chelsea,1X2,2,330,36.3,11,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379323_1x2_09.05.2026 Liverpool vs Chelsea (1x2).pdf
2026-05-14,Bundesliga,VfL Wolfsburg,Bayern München,1X2,1,165,-165,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388604_1x2_09.05.2026 VfL Wolfsburg vs Bayern Munchen (1x2).pdf
2026-05-14,Saudi Pro League,Al Najma,Al-Hazm,1X2,1,165,298.65,181,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436192_1x2_09.05.2026 Al Najma Unaizah vs Al Hazem FC (1x2).pdf
2026-05-14,Saudi Pro League,Al Khaleej Saihat,Al-Ettifaq,1X2,2,330,-100.65,-30.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436196_1x2_09.05.2026 Al Najma Unaizah vs Al Hazem FC (1x2).pdf
2026-05-14,Süper Lig,Eyüpspor,Rizespor,1X2,1,229,43.51,19,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1394724_1x2_09.05.2026 Eyupspor vs Caykur Rizespor (1x2).pdf
2026-05-15,La Liga,Girona,Real Sociedad,1X2,1,15,-15,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391174_1x2_15.05:2026 Girona vs Real Sociedad (1x2).pdf
2026-05-17,Chinese Super League,Dalian Zhixing,Qingdao Youth Island,1X2,1,184,172.96,94,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1523151_1x2_16.05.2026 Dalian Yingbo vs Qingdao West Coast FC (1x2).pdf
2026-05-17,Chinese Super League,Henan Jianye,Sichuan Jiuniu,1X2,1,60,-60,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1523147_1x2_16.05.2026 Henan FC vs Shenzhen Peng City (1x2).pdf
2026-05-17,Saudi Pro League,Al Okhdood,Al Khaleej Saihat,1X2,1,72,-72,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436203_1x2_17.05.2026 Al Okhdood vs Al Khaleej Saihat (1x2).pdf
2026-05-17,Bundesliga,Bayer Leverkusen,Hamburger SV,1X2,1,60,129,215,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388605_1x2_17.05.2026 Bayer 04 Leverkusen vs Hamburger SV (1x2).pdf
2026-05-17,Primeira Liga,Casa Pia,Rio Ave,1X2,1,200,-200,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1396536_1x2_17.05.2026 Casa Pia AC vs Rio Ave (1x2).pdf
2026-05-17,FA Cup,Chelsea,Manchester City,1X2,3,71,248.5,350,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1542889_1x2_17.05.2026 Chelsea vs Manchester City (1x2).pdf
2026-05-17,Primeira Liga,Famalicao,Alverca,1X2,1,60,-60,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1396538_1x2_17.05.2026 Famalicao vs FC Alverca (1x2).pdf
