settled_date,league,home_team,away_team,market,bets,staked,profit_loss,roi_pct,pdf_proof
2026-05-17,Primeira Liga,Moreirense,AVS,1X2,2,136,-136,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1396540_1x2_17.05.2026 Moreirense vs AVS (1x2).pdf
2026-05-17,Primeira Liga,Nacional,Guimaraes,1X2,1,72,138.24,192,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1396541_1x2_17.05.2026 Nacional da Madeira vs Vitoria Guimaraes (1x2).pdf
2026-05-17,Indian Super League,Odisha,Minerva Punjab,1X2,2,316,108,34.2,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1521278_1x2_17.05.2026 Odisha FC vs Punjab FC (1x2).pdf
2026-05-17,Brazilian Serie A,Palmeiras,Cruzeiro,1X2,1,60,111,185,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1492268_1x2_17.05.2026 Palmeiras SP vs Cruzeiro MG (1x2).pdf
2026-05-17,Primeira Liga,FC Porto,Santa Clara,1X2,1,60,-60,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1396539_1x2_17.05.2026 Porto vs CD Santa Clara (1x2).pdf
2026-05-17,Süper Lig,Samsunspor,Göztepe,1X2,1,104,64.48,62,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1394737_1x2_17.05.2026 Samsunspor vs Goztepe AS (1x2).pdf
2026-05-17,Bundesliga,FC St. Pauli,VfL Wolfsburg,1X2,1,60,-60,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388611_1x2_17.05.2026 St. Pauli vs VfL Wolfsburg (1x2).pdf
2026-05-17,Bundesliga,Werder Bremen,Borussia Dortmund,1X2,2,148,-9.4,-6.4,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388613_1x2_17.05.2026 Werder Bremen vs Borussia Dortmund (1x2).pdf
2026-05-17,Chinese Super League,Yunnan Yukun,Shanghai Shenhua,1X2,1,72,85.68,119,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1523154_1x2_17.05.2026 Yunnan Yukun vs Shanghai Shenhua (1x2).pdf
2026-05-17,Süper Lig,Gaziantep FK,Başakşehir,1X2,1,156,-156,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1394732_1x2_16.05.2026 Caykur Rizespor vs Besiktas (1x2).pdf
2026-05-17,Bundesliga,FC St. Pauli,VfL Wolfsburg,1X2,1,50,-50,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 St Pauli vs VfL Wolfsburg.pdf
2026-05-17,Indian Super League,Odisha,Minerva Punjab,1X2,1,67,-67,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Odisha vs Punjab.pdf
2026-05-17,Chinese Super League,Henan Jianye,Sichuan Jiuniu,1X2,1,50,-50,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Henan vs Shenzhen Peng City.pdf
2026-05-17,Chinese Super League,Dalian Zhixing,Qingdao Youth Island,1X2,1,99,99,100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Dalian Yingbo vs Qingdao West Coast.pdf
2026-05-17,Süper Lig,Rizespor,Beşiktaş,1X2,1,75,-75,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Caykur Rizespor vs Besiktas JK.pdf
2026-05-17,Bundesliga,Bayer Leverkusen,Hamburger SV,1X2,2,100,67.5,67.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Bayer Leverkusen vs Hamburger.pdf
2026-05-17,Chinese Super League,Yunnan Yukun,Shanghai Shenhua,1X2,1,55,78.1,142,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Yunnan Yukun vs Shanghai Shenhua.pdf
2026-05-17,Eredivisie,PSV Eindhoven,Twente,1X2,2,100,-100,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 PSV Eindhoven vs Twente Enschede.pdf
2026-05-17,Eredivisie,Sparta Rotterdam,Excelsior,1X2,2,200,124,62,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Sparta Rotterdam vs Excelsior Rotterdam.pdf
2026-05-17,Eredivisie,FC Volendam,Telstar,1X2,1,50,85.5,171,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Volendam vs Telstar 1963.pdf
2026-05-17,Serie A,Juventus,Fiorentina,1X2,2,167,243.8,146,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Juventus vs Fiorentina.pdf
2026-05-17,Premier League,Manchester City,Nottingham Forest,1X2,2,100,-50,-50,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Manchester United vs Nottingham Forest.pdf
2026-05-17,Eredivisie,Heerenveen,Ajax,1X2,4,230,23,10,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Heerenveen vs Ajax Amsterdam.pdf
2026-05-17,Serie A,Genoa,AC Milan,1X2,1,50,-50,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Genoa vs AC Milan.pdf
2026-05-17,Eredivisie,PEC Zwolle,Feyenoord,1X2,1,50,-50,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 PEC Zwolle vs Feyenoord Rotterdam.pdf
2026-05-17,Premier League,Everton,Sunderland,1X2,1,50,-50,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Everton vs Sunderland.pdf
2026-05-17,Premier League,Brentford,Crystal Palace,1X2,2,100,211,211,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Brentford vs Crystal Palace.pdf
2026-05-17,Eredivisie,AZ Alkmaar,NAC Breda,1X2,2,109,121,111,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 AZ Alkmaar vs NAC Breda.pdf
2026-05-17,Eredivisie,Heracles,Groningen,1X2,3,167,61.2,36.6,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Heracles Almelo vs Groningen.pdf
2026-05-17,Premier League,Leeds,Brighton,1X2,1,50,-50,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-17/17.05.2026 Leeds United vs Brighton And Hove Albion.pdf
2026-05-18,Saudi Pro League,Al Shabab,Al-Ittihad FC,1X2,1,176,-176,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391185_1x2_18.05.2026%20Al%20Shabab%20Riyadh%20vs%20Al%20Ittihad%20Jeddah%20(1x2).pdf
2026-05-18,La Liga,Athletic Club,Celta Vigo,1X2,1,64,-64,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1391179_1x2_18.05.2026%20Athletic%20Bilbao%20vs%20Celta%20Vigo%20(1x2).pdf
2026-05-18,Brazilian Serie A,Bahia,Gremio,1X2,2,196,5.6,2.9,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1492262_1x2_18.05.2026%20Bahia%20EC%20BA%20vs%20Gremio%20Porto%20Alegrense%20(1x2).pdf
2026-05-18,La Liga,Osasuna,Espanyol,1X2,1,88,-88,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379337_1x2_18.05.2026%20CA%20Osasuna%20vs%20RCD%20Espanyol%20(1x2).pdf
2026-05-18,Ligue 1,Nice,Metz,1X2,1,60,76.2,127,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388001_1x2_18.05.2026%20OGC%20Nice%20vs%20Metz%20(1x2).pdf
2026-05-18,Ligue 1,Strasbourg,Monaco,1X2,1,156,-156,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1388003_1x2_18.05.2026%20RC%20Strasbourg%20vs%20AS%20Monaco%20(1x2).pdf
2026-05-18,Indian Super League,Kerala Blasters,Goa,1X2,2,100,189,189,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-19/19.05.2026 Kerala Blasters vs Goa.pdf
2026-05-19,Premier League,Bournemouth,Manchester City,1X2,2,184,-184,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-19/19.05.2026 AFC Bournemouth vs Manchester City.pdf
2026-05-19,Chinese Super League,Chengdu Better City,SHANGHAI SIPG,1X2,2,128,-128,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-19/19.05.2026 Chengdu Rongcheng vs Shanghai Port.pdf
2026-05-19,Chinese Super League,Tianjin Teda,Henan Jianye,1X2,2,232,-232,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-19/19.05.2026 Tianjin Jinmen Tiger vs Henan.pdf
2026-05-19,Chinese Super League,Sichuan Jiuniu,Dalian Zhixing,1X2,2,120,-120,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-19/19.05.2026 Shenzhen Peng City vs Dalian Yingbo.pdf
2026-05-20,Chinese Super League,Shenyang Urban,Qingdao Jonoon,1X2,2,120,-120,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-20/20.05.2026 Liaoning Tieren vs Qingdao Hainiu.pdf
2026-05-20,Chinese Super League,Hangzhou Greentown,Shandong Luneng,1X2,2,256,-256,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-20/20.05.2026 Zhejiang vs Shandong Taishan.pdf
2026-05-20,Saudi Pro League,Al Najma,Al Shabab,1X2,4,240,25.2,10.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-20/20.05.2026 Al Najma Unaizah vs Al Shabab Riyadh.pdf
2026-05-20,Premier League,Bournemouth,Manchester City,1X2,1,92,-92,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1379331_1x2_20.05.2026%20AFC%20Bournemouth%20vs%20Manchester%20City%20(1x2).pdf
2026-05-20,Chinese Super League,Chengdu Better City,SHANGHAI SIPG,1X2,1,64,-64,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1523157_1x2_20.05.2026%20Chengdu%20Rongcheng%20vs%20Shanghai%20Port%20FC%20(1x2).pdf
2026-05-20,Chinese Super League,Sichuan Jiuniu,Dalian Zhixing,1X2,1,60,-60,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1523155_1x2_20.05.2026%20Shenzhen%20Peng%20City%20vs%20Dalian%20Yingbo%20(1x2).pdf
2026-05-20,Chinese Super League,Tianjin Teda,Henan Jianye,1X2,1,116,-116,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1523156_1x2_20.05.2026%20Tianjin%20Jinmen%20Tiger%20vs%20Henan%20FC%20(1x2).pdf
2026-05-20,Saudi Pro League,Al Najma,Al Shabab,1X2,2,120,15,12.5,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1436212_1x2_21.05.2026%20Al%20Najma%20Unaizah%20vs%20Al%20Shabab%20Riyadh%20(1x2).pdf
2026-05-20,Chinese Super League,Shenyang Urban,Qingdao Jonoon,1X2,1,60,-60,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1523159_1x2_21.05.2026%20Liaoning%20Tieren%20vs%20Qingdao%20Hainiu%20(1x2).pdf
2026-05-20,Chinese Super League,Hangzhou Greentown,Shandong Luneng,1X2,1,128,-128,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1523162_1x2_21.05.2026%20Zhejiang%20Professional%20FC%20vs%20Shandong%20Taishan%20(1x2).pdf
2026-05-21,Indian Super League,Jamshedpur,Odisha,1X2,2,216,615.6,285,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-21/21.05.2026 Jamshedpur vs Odisha.pdf
2026-05-25,La Liga,Espanyol,Real Sociedad,1X2,4,272,-120,-44.1,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-23/23.05.2026 RCD Espanyol vs Real Sociedad.pdf
2026-05-25,Serie A,Parma,Sassuolo,1X2,2,352,-352,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Parma vs US Sassuolo.pdf
2026-05-25,La Liga,Celta Vigo,Sevilla,1X2,2,152,152,100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-23/23.05.2026 Celta Vigo vs Sevilla.pdf
2026-05-25,Chinese Super League,Dalian Zhixing,Chengdu Better City,1X2,2,216,-216,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-23/23.05.2026 Dalian Yingbo vs Chengdu Rongcheng.pdf
2026-05-25,La Liga,Getafe,Osasuna,1X2,2,272,-272,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-23/23.05.2026 Getafe vs Osasuna.pdf
2026-05-25,Chinese Super League,Qingdao Jonoon,Chongqing Tongliang Long,1X2,2,120,-120,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Qingdao Hainiu vs Chongqing Tongliang Long.pdf
2026-05-25,Chinese Super League,Yunnan Yukun,Qingdao Youth Island,1X2,4,520,228,43.8,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Yunnan Yukun vs Qingdao West Coast.pdf
2026-05-25,Premier League,West Ham,Leeds,1X2,2,144,-144,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 West Ham United vs Leeds United.pdf
2026-05-25,Premier League,Brighton,Manchester United,1X2,2,400,400,100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Brighton And Hove Albion vs Manchester United.pdf
2026-05-25,Premier League,Crystal Palace,Arsenal,1X2,2,344,96.4,28,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Crystal Palace vs Arsenal.pdf
2026-05-25,Premier League,Tottenham,Everton,1X2,2,216,49.6,23,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Tottenham Hotspur vs Everton.pdf
2026-05-25,Chinese Super League,Shandong Luneng,Wuhan Three Towns,1X2,2,120,-120,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Shandong Taishan vs Wuhan Three Towns.pdf
2026-05-25,Premier League,Fulham,Newcastle,1X2,2,400,188,47,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Fulham vs Newcastle United.pdf
2026-05-25,Premier League,Liverpool,Brentford,1X2,4,528,-86.4,-16.4,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Liverpool vs Brentford.pdf
2026-05-25,Premier League,Nottingham Forest,Bournemouth,1X2,1,84,122.6,146,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Nottingham Forest vs AFC Bournemouth.pdf
2026-05-25,Chinese Super League,Beijing Guoan,Henan Jianye,1X2,2,120,184.8,154,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-24/24.05.2026 Shanghai Shenhua vs Shenzhen Peng City.pdf
2026-06-02,Chinese Super League,Tianjin Teda,Dalian Zhixing,1X2,1,136,127.8,94,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-31/31.05.2026 Tianjin Jinmen Tiger vs Dalian Yingbo.pdf
2026-06-02,Brazilian Serie A,Gremio,Corinthians,1X2,1,60,-60,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-30/30.05.2026 Gremio Porto Alegrense RS vs Corinthians Paulista SP.pdf
2026-06-02,Chinese Super League,Qingdao Youth Island,Shanghai Shenhua,1X2,1,112,-112,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-05-30/30.05.2026 Qingdao West Coast vs Shanghai Shenhua.pdf
2026-06-07,J1 League,Kawasaki Frontale,Sanfrecce Hiroshima,1X2,1,60,-60,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-06/06.06.2026 Kawasaki Frontale vs Sanfrecce Hiroshima.pdf
2026-06-12,World Cup,South Korea,Czech Republic,1X2,1,510,999.6,196,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1538999_1x2_12.06.2026%20Czech%20Republic%20vs%20Korea%20Republic%20(1x2)2.pdf
2026-06-12,World Cup,South Korea,Czech Republic,1X2,1,487,993.48,204,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1538999_1x2_12.06.2026%20Czech%20Republic%20vs%20Korea%20Republic%20(1x2).pdf
2026-06-12,World Cup,South Korea,Czech Republic,1X2,1,3000,4590,153,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-12/12.06.2026 South Korea vs Czech Republic (HGA).pdf
2026-06-12,World Cup,Canada,Bosnia & Herzegovina,1X2,1,1000,-997.5,-99.7,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539000_1x2_13.06.2026%20Canada%20vs%20Bosnia-Herzegovina%20(1x2).pdf
2026-06-13,World Cup,USA,Paraguay,1X2,1,854,1001.32,117.3,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1489370_1x2_13.06.2026%20USA%20vs%20Paraguay%20(1x2).pdf
2026-06-13,World Cup,USA,Paraguay,1X2,1,3000,3000,100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-13/13.06.2026 USA vs Paraguay (HGA).pdf
2026-06-13,World Cup,Canada,Bosnia & Herzegovina,1X2,1,3000,-3000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-13/13.06.2026 Canada vs Bosnia And Herzegovina (HGA).pdf
2026-06-14,World Cup,Brazil,Morocco,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1489371_1x2_14.06.2026%20Brazil%20vs%20Morocco%20(1x2).pdf
2026-06-15,World Cup,Australia,Türkiye,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539001_1x2_14.06.2026%20Turkey%20vs%20Australia%20(1x2).pdf
2026-06-15,World Cup,Netherlands,Japan,1X2,1,392,-392,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1489376_1x2_14.06.2026%20Netherlands%20vs%20Japan%20(1x2).pdf
2026-06-15,World Cup,Sweden,Tunisia,1X2,1,425,-425,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539002_1x2_14.06.2026%20Sweden%20vs%20Tunisia%20(1x2).pdf
2026-06-15,World Cup,Netherlands,Japan,1X2,1,3000,-3000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-15/15.06.2026 Netherlands vs Japan (HGA).pdf
2026-06-15,World Cup,Sweden,Tunisia,1X2,1,3000,-3000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-15/15.06.2026 Sweden vs Tunisia (HGA).pdf
2026-06-15,World Cup,Belgium,Egypt,1X2,7,7000,-640,-9.1,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-15/15.06.2026 Belgium vs Egypt (HGA).pdf
2026-06-16,World Cup,Saudi Arabia,Uruguay,1X2,2,2000,2200,110,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-15/15.06.2026 Saudi Arabia vs Uruguay (HGA).pdf
2026-06-16,World Cup,Saudi Arabia,Uruguay,1X2,1,133,-133,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1489379_1x2_16.06.2026%20Uruguay%20vs%20Saudi%20Arabia%20(1x2).pdf
2026-06-16,World Cup,Iran,New Zealand,1X2,3,3000,-240,-8,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-16/16.06.2026 Iran vs New Zealand (HGA).pdf
2026-06-16,World Cup,Iran,New Zealand,1X2,1,266,-265.34,-99.8,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-16/16.06.2026 Iran vs New Zealand (1x2).pdf
2026-06-17,World Cup,Iraq,Norway,1X2,1,172,-172,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539016_1x2_17.06.2026%20Norway%20vs%20Iraq%20(1x2).pdf
2026-06-17,World Cup,Argentina,Algeria,1X2,1,303,-303,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1489381_1x2_17.06.2026%20Argentina%20vs%20Algeria%20(1x2).pdf
2026-06-19,World Cup,Czechia,South Africa,1X2,1,582,-582,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539004_1x2_19.06.2026%20Czech%20Republic%20vs%20South%20Africa%20(1x2).pdf
2026-06-21,World Cup,Netherlands,Sweden,1X2,1,1000,710,71,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539007_1x2_20.06.2026%20Netherlands%20vs%20Sweden%20(1x2).pdf
2026-06-23,World Cup,Norway,Senegal,1X2,1,775,999.75,129,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1489401_1x2_23.06.2026%20Norway%20vs%20Senegal%20(1x2).pdf
2026-06-25,World Cup,Czechia,Mexico,1X2,1,990,999.9,101,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539010_1x2_25.06.2026%20Mexico%20vs%20Czech%20Republic%20(1x2).pdf
2026-06-26,World Cup,Japan,Sweden,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539011_1x2_26.06.2026%20Japan%20vs%20Sweden%20(1x2).pdf
2026-06-26,World Cup,Türkiye,USA,1X2,1,734,-734,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1539012_1x2_26.06.2026%20USA%20vs%20Turkey%20(1x2).pdf
2026-06-26,World Cup,Paraguay,Australia,1X2,1,602,-602,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/1489411_1x2_26.05.2026%20Paraguay%20vs%20Australia%20(1x2).pdf
2026-07-16,World Cup,England,Argentina,1X2,1,1000,2800,280,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-15/15.07.2026 England vs Argentina (HGA).pdf
2026-07-16,World Cup,France,Spain,1X2,1,2448,1860.48,76,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-14/14.07.2026 France vs Spain (HGA).pdf
2026-07-16,World Cup,Argentina,Switzerland,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-12/12.07.2026 Argentina vs Switzerland (HGA).pdf
2026-07-16,World Cup,France,Morocco,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-09/09.07.2026 France vs Morocco (HGA).pdf
2026-07-16,World Cup,Switzerland,Colombia,1X2,1,1102,1597.9,145,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-07/07.07.2026 Switzerland vs Colombia (HGA).pdf
2026-07-16,World Cup,Argentina,Egypt,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-07/07.07.2026 Argentina vs Egypt (HGA).pdf
2026-07-16,World Cup,Portugal,Spain,1X2,1,1514,-1514,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-06/06.07.2026 Portugal vs Spain (HGA).pdf
2026-07-16,World Cup,Mexico,England,1X2,1,1065,-1065,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-06/06.07.2026 Mexico vs England (HGA).pdf
2026-07-16,World Cup,Brazil,Norway,1X2,1,1655,-1655,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-05/05.07.2026 Brazil vs Norway (HGA).pdf
2026-07-16,World Cup,Canada,Morocco,1X2,1,1527,-1527,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-04/04.07.2026 Canada vs Morocco (HGA).pdf
2026-07-16,World Cup,Argentina,Cape Verde Islands,1X2,1,1130,-1130,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-03/03.07.2026 Argentina vs Cape Verde Islands (HGA).pdf
2026-07-16,World Cup,Australia,Egypt,1X2,2,2476,-596,-24.1,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-03/03.07.2026 Australia vs Egypt (HGA).pdf
2026-07-16,World Cup,Portugal,Croatia,1X2,1,2200,1474,67,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-02/02.07.2026 Portugal vs Croatia (HGA).pdf
2026-07-16,World Cup,Belgium,Senegal,1X2,1,2391,7173,300,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-01/01.07.2026 Belgium vs Senegal (HGA).pdf
2026-07-16,World Cup,England,Congo DR,1X2,2,2596,-2596,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-01/01.07.2026 England vs Congo DR (HGA).pdf
